t_s,TimeUS,mode,armed,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
22.477,548842613,19,1,1321,1210,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.517,548882608,19,1,1293,1205,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.557,548922606,19,1,1271,1205,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.597,548962765,19,1,1233,1190,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.638,549002857,19,1,1233,1197,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.677,549042527,19,1,1261,1211,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.717,549082610,19,1,1245,1205,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.757,549122609,19,1,1236,1203,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.798,549162946,19,1,1243,1205,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.837,549202584,19,1,1258,1211,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.877,549242758,19,1,1258,1212,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.917,549282621,19,1,1258,1215,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.957,549322588,19,1,1258,1215,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.997,549362683,19,1,1258,1215,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.038,549402805,19,1,1265,1216,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.077,549442762,19,1,1265,1217,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.117,549482733,19,1,1263,1217,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.158,549522826,19,1,1260,1220,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.197,549562722,19,1,1248,1220,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.237,549602549,19,1,1250,1217,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.277,549642525,19,1,1250,1217,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.318,549682789,19,1,1233,1217,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.357,549722527,19,1,1225,1210,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.398,549762896,19,1,1225,1212,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.437,549802506,19,1,1240,1220,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.477,549842497,19,1,1238,1220,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.517,549882482,19,1,1238,1220,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.557,549922568,19,1,1238,1213,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.597,549962651,19,1,1235,1210,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.637,550002516,19,1,1255,1202,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.677,550042772,19,1,1258,1182,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.717,550082706,19,1,1270,1175,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.758,550122872,19,1,1308,1172,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.798,550162896,19,1,1396,1211,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.837,550202486,19,1,1446,1265,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.877,550242470,19,1,1446,1298,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.917,550282485,19,1,1484,1343,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.957,550322749,19,1,1500,1503,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
23.997,550362554,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.037,550402425,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.077,550442468,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.117,550482441,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.157,550522705,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.197,550562520,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.237,550602512,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.277,550642420,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.318,550682912,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.357,550722428,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.398,550762798,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.437,550802617,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.477,550842377,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.517,550882409,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.557,550922426,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.598,550962807,19,1,1500,1500,1664,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.638,551003622,19,1,1500,1500,1663,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.678,551042953,19,1,1500,1500,1662,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.717,551082584,19,1,1500,1500,1660,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.758,551123532,19,1,1500,1500,1644,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.798,551162803,19,1,1500,1500,1642,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.837,551202429,19,1,1500,1500,1634,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.877,551242388,19,1,1500,1500,1625,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.917,551282362,19,1,1500,1500,1623,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.957,551322393,19,1,1500,1500,1622,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
24.997,551362489,19,1,1500,1500,1621,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.037,551402385,19,1,1500,1500,1620,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.077,551442352,19,1,1500,1500,1618,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.117,551482360,19,1,1500,1500,1617,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.158,551523465,19,1,1500,1500,1609,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.197,551562440,19,1,1500,1500,1602,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.237,551602413,19,1,1500,1500,1600,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.277,551642328,19,1,1500,1500,1598,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.317,551682312,19,1,1500,1500,1596,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.358,551723450,19,1,1500,1500,1588,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.397,551762432,19,1,1500,1500,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.437,551802336,19,1,1500,1507,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.477,551842323,19,1,1500,1532,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.517,551882333,19,1,1500,1581,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.557,551922314,19,1,1500,1638,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.597,551962479,19,1,1500,1668,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.637,552002507,19,1,1507,1670,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.677,552042578,19,1,1500,1662,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.717,552082273,19,1,1500,1655,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.757,552122617,19,1,1500,1655,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.797,552162420,19,1,1500,1652,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.837,552202332,19,1,1500,1646,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.877,552242515,19,1,1500,1647,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.917,552282484,19,1,1500,1648,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.957,552322204,19,1,1500,1649,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
25.997,552362411,19,1,1500,1663,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.037,552402277,19,1,1500,1672,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.077,552442481,19,1,1500,1689,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.117,552482233,19,1,1500,1695,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.157,552522207,19,1,1500,1695,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.197,552562425,19,1,1500,1686,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.237,552602486,19,1,1500,1686,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.277,552642238,19,1,1500,1680,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.317,552682261,19,1,1500,1671,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.357,552722144,19,1,1500,1672,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.397,552762385,19,1,1500,1672,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.437,552802227,19,1,1500,1650,1587,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.477,552842493,19,1,1500,1627,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.517,552882487,19,1,1500,1595,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.557,552922539,19,1,1500,1557,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.597,552962645,19,1,1500,1512,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.637,553002214,19,1,1500,1500,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.677,553042252,19,1,1500,1500,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.717,553082165,19,1,1500,1498,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.757,553122189,19,1,1500,1490,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.797,553162315,19,1,1500,1489,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.837,553202394,19,1,1500,1496,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.877,553242368,19,1,1500,1500,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.917,553282410,19,1,1500,1500,1586,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.958,553323256,19,1,1500,1500,1585,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
26.997,553362241,19,1,1500,1500,1577,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.037,553402159,19,1,1500,1500,1569,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.077,553442355,19,1,1500,1500,1567,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.117,553482363,19,1,1500,1500,1544,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.157,553522143,19,1,1500,1500,1519,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.197,553562269,19,1,1500,1500,1511,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.237,553602069,19,1,1500,1500,1512,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.277,553642167,19,1,1544,1500,1512,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.317,553682148,19,1,1612,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.357,553722065,19,1,1681,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.397,553762478,19,1,1788,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.437,553802459,19,1,1819,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.477,553842348,19,1,1800,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.517,553882345,19,1,1809,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.557,553922394,19,1,1822,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.597,553962582,19,1,1807,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.637,554002108,19,1,1806,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.677,554042133,19,1,1814,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.717,554082130,19,1,1813,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.758,554123522,19,1,1813,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.797,554162440,19,1,1836,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.837,554202076,19,1,1835,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.877,554242087,19,1,1826,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.917,554282069,19,1,1843,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.957,554322009,19,1,1844,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
27.997,554362384,19,1,1853,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.037,554402332,19,1,1882,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.077,554442068,19,1,1888,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.117,554482051,19,1,1890,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.157,554521994,19,1,1882,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.197,554562623,19,1,1882,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.237,554602005,19,1,1882,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.277,554642057,19,1,1882,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.317,554682024,19,1,1883,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.357,554722006,19,1,1882,1500,1514,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.397,554762622,19,1,1865,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.437,554802323,19,1,1847,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.477,554842044,19,1,1847,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.517,554882016,19,1,1845,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.557,554921992,19,1,1819,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.597,554962193,19,1,1791,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.638,555003103,19,1,1752,1500,1513,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.677,555042264,19,1,1688,1500,1512,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.717,555082192,19,1,1651,1500,1512,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.757,555122243,19,1,1651,1500,1496,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.797,555162090,19,1,1605,1500,1486,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.837,555201930,19,1,1542,1500,1479,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.877,555241848,19,1,1503,1500,1479,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.917,555281929,19,1,1500,1500,1478,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.957,555321923,19,1,1500,1500,1475,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
28.997,555362349,19,1,1500,1500,1474,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.037,555401974,19,1,1500,1500,1473,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.077,555441969,19,1,1500,1507,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.117,555482232,19,1,1500,1517,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.157,555522187,19,1,1500,1547,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.197,555562319,19,1,1500,1602,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.237,555602278,19,1,1500,1665,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.277,555642161,19,1,1500,1695,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.317,555681901,19,1,1500,1710,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.357,555721890,19,1,1500,1711,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.397,555762033,19,1,1500,1720,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.437,555802189,19,1,1500,1722,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.477,555842125,19,1,1500,1722,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.517,555882115,19,1,1491,1720,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.557,555922150,19,1,1476,1720,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.597,555962161,19,1,1459,1719,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.637,556001880,19,1,1458,1720,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.677,556042283,19,1,1471,1727,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.717,556082137,19,1,1473,1736,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.757,556122226,19,1,1485,1744,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.797,556162313,19,1,1485,1744,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.837,556201867,19,1,1486,1744,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.877,556242064,19,1,1479,1744,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.917,556282061,19,1,1431,1722,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.958,556323000,19,1,1424,1714,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
29.997,556362038,19,1,1409,1714,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.037,556402218,19,1,1385,1715,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.077,556441850,19,1,1371,1729,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.117,556481864,19,1,1371,1749,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.157,556521850,19,1,1371,1749,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.197,556561982,19,1,1353,1748,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.237,556601887,19,1,1310,1734,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.277,556641848,19,1,1303,1734,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.317,556681834,19,1,1290,1733,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.358,556722955,19,1,1280,1732,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.397,556761987,19,1,1275,1730,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.437,556801832,19,1,1283,1732,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.477,556842022,19,1,1298,1733,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.517,556881819,19,1,1308,1732,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.557,556921808,19,1,1321,1739,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.597,556962204,19,1,1323,1745,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.637,557001803,19,1,1328,1753,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.677,557042015,19,1,1328,1763,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.717,557082048,19,1,1315,1755,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.756,557121749,19,1,1315,1723,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.797,557161923,19,1,1361,1707,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.837,557201829,19,1,1396,1706,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.877,557241810,19,1,1436,1703,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.916,557281763,19,1,1446,1702,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.957,557322003,19,1,1406,1688,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
30.997,557361846,19,1,1371,1675,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.036,557401760,19,1,1333,1666,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.076,557441781,19,1,1323,1668,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.117,557481945,19,1,1308,1667,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.157,557522009,19,1,1280,1668,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.197,557561842,19,1,1250,1668,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.236,557601770,19,1,1182,1643,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.276,557641732,19,1,1166,1636,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.317,557682009,19,1,1158,1630,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.357,557722222,19,1,1151,1621,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.397,557762277,19,1,1136,1619,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.437,557801970,19,1,1136,1617,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.476,557841724,19,1,1167,1615,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.516,557881715,19,1,1175,1599,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.556,557921716,19,1,1175,1585,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.597,557962074,19,1,1186,1583,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.636,558001622,19,1,1215,1575,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.676,558041763,19,1,1243,1555,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.716,558081681,19,1,1305,1545,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.757,558122041,19,1,1313,1537,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.797,558162073,19,1,1328,1535,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.837,558202003,19,1,1370,1521,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.877,558241895,19,1,1368,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.916,558281699,19,1,1411,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.956,558321664,19,1,1481,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
31.996,558361770,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.036,558401643,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.077,558442082,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.117,558481871,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.157,558522742,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.197,558561955,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.236,558601682,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.276,558641606,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.316,558681668,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.357,558722714,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.397,558762211,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.436,558801592,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.476,558841649,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.516,558881593,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.556,558921593,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.597,558962011,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.638,559002971,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.677,559041857,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.717,559081823,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.757,559121896,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.796,559161694,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.836,559201615,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.876,559241582,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.916,559281768,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.957,559321869,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
32.996,559361637,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.036,559401560,19,1,1500,1500,1471,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.076,559441529,19,1,1500,1500,1470,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.117,559481833,19,1,1500,1500,1469,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.156,559521546,19,1,1500,1500,1454,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.196,559561667,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.236,559601566,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.276,559641572,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.317,559681823,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.357,559722609,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.396,559761606,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.436,559801521,19,1,1500,1499,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.476,559841532,19,1,1500,1480,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.516,559881542,19,1,1500,1456,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.557,559922696,19,1,1500,1440,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
