t_s,TimeUS,mode,armed,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
11.199,537563806,17,1,1500,1500,1658,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.238,537603680,17,1,1500,1500,1659,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.278,537643645,17,1,1500,1500,1660,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.319,537683942,17,1,1500,1500,1662,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.359,537724293,17,1,1500,1500,1679,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.399,537764173,17,1,1500,1500,1693,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.439,537803862,17,1,1500,1500,1695,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.478,537843611,17,1,1500,1500,1696,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.518,537883616,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.558,537923618,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.599,537963792,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.638,538003623,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.678,538043628,17,1,1500,1500,1704,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.719,538083889,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.759,538124754,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.799,538163927,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.839,538203870,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.879,538244021,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.918,538283573,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.958,538323563,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
11.998,538363700,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.038,538403606,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.078,538443598,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.119,538484073,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.158,538523555,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.198,538563695,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.239,538604711,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.278,538643780,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.319,538683799,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.358,538723513,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.399,538763834,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.438,538803745,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.479,538843791,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.518,538883570,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.558,538923507,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.598,538963697,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.638,539003487,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.678,539043502,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.718,539083524,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.758,539123496,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.799,539163831,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.839,539203792,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.879,539243969,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.918,539283700,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.958,539323424,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
12.998,539363592,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.039,539404591,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.078,539443727,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.118,539483722,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.158,539523427,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.198,539563609,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.238,539603497,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.278,539643514,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.318,539683702,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.358,539723424,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.398,539763558,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.438,539803647,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.478,539843397,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.518,539883401,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.558,539923333,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.598,539963774,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.638,540003668,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.678,540043371,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.718,540083378,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.758,540123404,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.799,540163957,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.838,540203655,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.878,540243409,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.918,540283430,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.958,540323380,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
13.998,540363722,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.039,540404754,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.078,540443600,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.118,540483312,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.158,540523315,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.198,540563485,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.239,540604487,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.278,540643338,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.318,540683586,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.358,540723608,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.398,540763475,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.438,540803349,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.478,540843541,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.518,540883552,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.559,540924416,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.598,540963704,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.638,541003564,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.678,541043284,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.718,541083261,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.759,541123924,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.798,541163604,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.838,541203535,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.878,541243301,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.918,541283306,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.958,541323289,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
14.998,541363380,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.038,541403271,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.078,541443285,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.118,541483496,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.158,541523236,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.198,541563402,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.238,541603179,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.278,541643480,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.318,541683275,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.358,541723305,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.398,541763352,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.438,541803425,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.478,541843247,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.518,541883207,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.558,541923212,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.598,541963402,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.638,542003418,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.678,542043250,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.718,542083232,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.759,542124386,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.798,542163513,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.838,542203111,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.878,542243106,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.918,542283121,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.958,542323154,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
15.998,542363551,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.038,542403478,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.078,542443186,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.118,542483181,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.158,542523575,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.198,542563736,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.238,542603655,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.278,542643562,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.318,542683435,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.358,542723366,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.398,542763277,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.438,542803095,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.478,542843364,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.518,542883115,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.558,542923462,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.598,542963294,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.638,543003084,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.678,543043365,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.718,543083534,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.759,543123876,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.798,543163430,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.838,543203313,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.878,543243058,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.918,543282970,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.959,543324242,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
16.998,543363173,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.038,543402995,17,1,1500,1500,1703,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.078,543443274,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.118,543482988,17,1,1500,1500,1702,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.158,543523018,17,1,1500,1500,1704,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.198,543563238,17,1,1500,1500,1704,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.238,543603067,17,1,1500,1500,1704,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.278,543643297,17,1,1500,1500,1705,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.318,543683068,17,1,1500,1500,1706,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.358,543723070,17,1,1500,1500,1715,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.398,543763179,17,1,1500,1500,1716,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.438,543803214,17,1,1500,1500,1718,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.478,543843061,17,1,1500,1500,1718,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.518,543883056,17,1,1500,1500,1718,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.558,543922986,17,1,1500,1500,1718,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.598,543963477,17,1,1500,1500,1718,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.638,544003208,17,1,1500,1500,1720,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.678,544043301,17,1,1500,1500,1734,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.718,544083269,17,1,1500,1500,1737,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.758,544123328,17,1,1500,1500,1744,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.798,544163423,17,1,1500,1500,1769,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.838,544202913,17,1,1500,1500,1771,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.878,544243183,17,1,1500,1500,1771,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.918,544283000,17,1,1500,1500,1772,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.958,544322953,17,1,1500,1500,1772,1500,2000,2000,999,1500,999,999,2000,2000,880,880
17.998,544363302,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.038,544403285,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.078,544443239,17,1,1500,1500,1772,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.118,544483226,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.158,544523265,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.198,544563116,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.238,544602981,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.278,544642969,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.318,544683165,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.359,544724034,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.398,544763251,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.438,544803157,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.478,544842866,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.518,544882905,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.558,544923261,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.598,544963154,17,1,1500,1500,1773,1502,2000,2000,999,1500,999,999,2000,2000,880,880
18.638,545002926,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.678,545042944,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.718,545082882,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.758,545123128,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.798,545163252,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.838,545203110,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.878,545243132,17,1,1500,1500,1773,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.918,545283150,17,1,1500,1500,1772,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.958,545322805,17,1,1500,1500,1772,1500,2000,2000,999,1500,999,999,2000,2000,880,880
18.998,545362998,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.038,545403079,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.078,545442819,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.118,545483081,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.159,545523943,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.198,545563272,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.238,545602797,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.278,545642881,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.318,545683080,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.358,545722830,17,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.398,545763028,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.438,545802917,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.478,545842914,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.518,545883129,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.558,545923210,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.598,545963531,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.638,546002878,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.678,546042906,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.718,546083095,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.759,546124014,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.798,546163250,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.838,546203124,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.878,546243070,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.918,546283118,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.958,546323163,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
19.998,546362952,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.038,546402807,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.078,546442867,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.118,546482864,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.158,546523050,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.198,546563231,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.238,546603108,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.278,546642814,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.318,546682869,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.358,546722842,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.398,546762949,19,1,1500,1500,1773,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.438,546802812,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.478,546842814,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.518,546883011,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.559,546923909,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.598,546963271,19,1,1500,1500,1772,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.639,547004102,19,1,1500,1500,1771,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.678,547043061,19,1,1500,1500,1755,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.717,547082762,19,1,1500,1500,1739,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.757,547122720,19,1,1500,1500,1738,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.798,547162937,19,1,1500,1500,1715,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.837,547202756,19,1,1500,1500,1713,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.877,547242733,19,1,1500,1500,1713,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.918,547283006,19,1,1500,1500,1712,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.959,547323875,19,1,1500,1500,1712,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
20.998,547362972,19,1,1500,1500,1711,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.038,547403054,19,1,1500,1500,1711,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.077,547442716,19,1,1500,1500,1711,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.118,547483014,19,1,1500,1500,1710,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.157,547522731,19,1,1500,1500,1710,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.198,547562911,19,1,1500,1500,1710,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.237,547602778,19,1,1500,1500,1710,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.277,547642743,19,1,1500,1500,1695,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.318,547682945,19,1,1500,1500,1693,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.358,547723105,19,1,1500,1500,1685,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.398,547763070,19,1,1500,1500,1675,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.438,547802912,19,1,1500,1500,1667,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.477,547842706,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.517,547882743,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.557,547922725,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.598,547962897,19,1,1500,1500,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.639,548004086,19,1,1500,1464,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.678,548042912,19,1,1500,1415,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.717,548082744,19,1,1500,1391,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.757,548122679,19,1,1500,1390,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.798,548163137,19,1,1500,1390,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.839,548203837,19,1,1500,1390,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.878,548242944,19,1,1500,1373,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.917,548282678,19,1,1500,1371,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.958,548322927,19,1,1500,1351,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
21.997,548362732,19,1,1500,1328,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.037,548402672,19,1,1500,1328,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.077,548442650,19,1,1485,1333,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.117,548482662,19,1,1460,1313,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.157,548522674,19,1,1451,1298,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.197,548562776,19,1,1454,1298,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.237,548602618,19,1,1436,1288,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.277,548642645,19,1,1436,1268,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.318,548682919,19,1,1436,1255,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.358,548723727,19,1,1435,1253,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.398,548763188,19,1,1393,1253,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
22.438,548803105,19,1,1361,1238,1665,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
